Time,Position (y)
18.5667,1.53434
18.5833,1.5288
18.6,1.5222
18.6167,1.52148
18.6333,1.5266
18.65,1.53063
18.6667,1.53325
18.6833,1.53458
18.7,1.53527
18.7167,1.53522
18.7333,1.53387
18.75,1.53182
18.7667,1.53175
18.7833,1.53541
18.8,1.54013
18.8167,1.54329
18.8333,1.54508
18.85,1.54638
18.8667,1.54686
18.8833,1.54606
18.9,1.54556
18.9167,1.54693
18.9333,1.54873
18.95,1.5498
18.9667,1.54995
18.9833,1.55032
19,1.55118
19.0167,1.55135
19.0333,1.55171
19.05,1.55237
19.0667,1.55271
19.0833,1.55296
19.1,1.55313
19.1167,1.55324
19.1333,1.55327
19.15,1.55284
19.1667,1.55255
19.1833,1.55259
19.2,1.55234
19.2167,1.55205
19.2333,1.55176
19.25,1.55137
19.2667,1.55098
19.2833,1.55061
19.3,1.55015
19.3167,1.54973
19.3333,1.54907
19.35,1.54847
19.3667,1.54815
19.3833,1.54775
19.4,1.54739
19.4167,1.54671
19.4333,1.54537
19.45,1.5441
19.4667,1.54291
19.4833,1.54188
19.5,1.54124
19.5167,1.54058
19.5333,1.54006
19.55,1.5397
19.5667,1.53946
19.5833,1.54158
19.6,1.54567
19.6167,1.54911
19.6333,1.55192
19.65,1.55416
19.6667,1.55581
19.6833,1.55683
19.7,1.55724
19.7167,1.55703
19.7333,1.55621
19.75,1.55475
19.7667,1.55462
19.7833,1.55581
19.8,1.55742
19.8167,1.55947
19.8333,1.56127
19.85,1.56281
19.8667,1.56448
19.8833,1.56657
19.9,1.56855
19.9167,1.5705
19.9333,1.57242
19.95,1.57433
19.9667,1.57623
19.9833,1.57812
20,1.57998
20.0167,1.58181
20.0333,1.58361
20.05,1.58538
20.0667,1.58712
20.0833,1.58882
20.1,1.5905
20.1167,1.59214
20.1333,1.59375
20.15,1.5953
20.1667,1.59677
20.1833,1.5982
20.2,1.59962
20.2167,1.60075
20.2333,1.60201
20.25,1.60354
20.2667,1.60486
20.2833,1.60603
20.3,1.60713
20.3167,1.60819
20.3333,1.60884
20.35,1.60954
20.3667,1.6105
20.3833,1.61091
20.4,1.6114
20.4167,1.61215
20.4333,1.61259
20.45,1.61298
20.4667,1.61336
20.4833,1.61358
20.5,1.61378
20.5167,1.613
20.5333,1.61338
20.55,1.61544
20.5667,1.61685
20.5833,1.61792
20.6,1.61876
20.6167,1.61942
20.6333,1.61991
20.65,1.6199
20.6667,1.61953
20.6833,1.61947
20.7,1.61941
20.7167,1.61897
20.7333,1.61826
20.75,1.61694
20.7667,1.61547
20.7833,1.61376
20.8,1.61215
20.8167,1.6109
20.8333,1.60888
20.85,1.60674
20.8667,1.60441
20.8833,1.60154
20.9,1.59887
20.9167,1.5958
20.9333,1.59243
20.95,1.58904
20.9667,1.58528
20.9833,1.58096
21,1.57614
21.0167,1.57145
21.0333,1.56666
21.05,1.56145
21.0667,1.55541
21.0833,1.55221
21.1,1.55202
21.1167,1.55092
21.1333,1.54866
21.15,1.54536
21.1667,1.54258
21.1833,1.54007
21.2,1.53683
21.2167,1.53296
21.2333,1.52881
21.25,1.52469
21.2667,1.52018
21.2833,1.52005
21.3,1.52461
21.3167,1.52868
21.3333,1.53188
21.35,1.53435
21.3667,1.53571
21.3833,1.5364
21.4,1.53655
21.4167,1.5357
21.4333,1.53541
21.45,1.53544
21.4667,1.53435
21.4833,1.53229
21.5,1.53193
21.5167,1.53335
21.5333,1.53394
21.55,1.53388
21.5667,1.53345
21.5833,1.53243
21.6,1.53071
21.6167,1.52846
21.6333,1.52546
21.65,1.52336
21.6667,1.52215
21.6833,1.52026
21.7,1.51764
21.7167,1.51509
21.7333,1.51281
21.75,1.51017
21.7667,1.50734
21.7833,1.50705
21.8,1.50904
21.8167,1.51031
21.8333,1.51087
21.85,1.51082
21.8667,1.50983
21.8833,1.50827
21.9,1.50791
21.9167,1.50829
21.9333,1.50936
21.95,1.51117
21.9667,1.51228
21.9833,1.51269
22,1.51241
22.0167,1.51143
22.0333,1.511
22.05,1.51112
22.0667,1.51063
22.0833,1.50976
22.1,1.50978
22.1167,1.5105
22.1333,1.51054
22.15,1.51072
22.1667,1.51123
22.1833,1.51125
22.2,1.51135
22.2167,1.51177
22.2333,1.51205
